OBJECTID,ID,SCODE2014,SNAME2014,Subcounty_2014,Urban_Status_2014,Municipality_Name,CONST_CODE,CONSTITUENCY,CCODE2014,CNAME2014,DCODE2014,DNAME2014,DNAME2016,Households_2014,Population_2014,Male_2014,Female_2014,Area_GIS_km2,Population_Density_2014,Attending_School_6_to_12yr_2014,Not_attending_School_6_to_12yr_2014,Never_been_to_School_15plus_2014,Attended_Primary_15plus_2014,Attended_Secondary_and_above_15plus_2014,Literate_18plus_2014,Not_Literate_18plus_2014,HH_Subsistence_Farming_2014,HH_non_Subsistence_Farming_2014,HH_own_Radio_2014,HH_own_Bicycle_2014,HH_own_Motorcycle_2014,HH_own_Moquito_Net_2014,HH_own_two_sets_Clothing_2014,HH_Salt_available_2014,HH_at_least_two_Meals_a_Day_2014,HH_Wall_temporary_2014,HH_Wall_permanent_2014,HH_Roof_temporary_2014,HH_Roof_permanent_2014,HH_Floor_temporary_2014,HH_Floor_permanent_2014,HH_Unprotected_Drinking_Water_2014,HH_Protected_Drinking_Water_2014,HH_Improved_Toilet_2014,HH_Unimproved_Toilet_2014,HH_No_Toilet_2014,HH_Lighting_Electricity_2014,HH_Lighting_Electricity_2014_percent,HH_Lighting_Paraffin_Lantern_2014,HH_Lighting_Paraffin_Tadooba_2014,HH_Lighting_Other_2014,Shape_Length,Shape_Area
981,1103,310204,KUCWINY,Kucwiny,,,183,PADYERE COUNTY,3102,PADYERE,310,NEBBI,NEBBI,6349,32019,15476,16543,278.1017366,115.1341246,5470,1544,3051,9769,3076,8040,5692,5805,544,2158,2335,472,6185,4437,5273,5131,5736,613,5141,1208,5843,506,1011,5338,1136,4287,926,322,5.071664829,870,4696,461,93689.74266,278105226.2
982,1100,310101,ALWI,Alwi,,,181,JONAM COUNTY,3101,JONAM,310,NEBBI,NEBBI,3422,18261,8946,9315,240.8493162,75.81918972,3117,737,1372,6142,1654,4852,3048,3132,290,1406,1556,351,3345,2741,2929,3020,3286,136,2444,978,3273,149,1654,1768,1718,1199,505,155,4.529514904,198,2677,392,92516.19846,240852250
983,1102,310203,ERUSSI,Erussi,,,183,PADYERE COUNTY,3102,PADYERE,310,NEBBI,NEBBI,6801,35022,16932,18090,88.42154332,396.0799449,6268,2111,3795,10341,2770,8336,6022,6425,376,2402,1350,424,6607,4403,6179,4648,6001,800,5706,1095,6201,600,2871,3930,356,5541,904,257,3.778856051,1225,5051,268,68042.62686,88422594.07
984,1111,310105,PANYIMUR,Panyimur,,,181,JONAM COUNTY,3101,JONAM,310,NEBBI,NEBBI,7992,43229,21028,22201,224.9834465,192.143025,6653,2113,5049,13187,3149,10381,8166,5767,2225,3102,1834,921,7592,6712,6704,6348,7158,834,6389,1603,7130,862,1732,6260,1165,4748,2079,569,7.11961962,1263,4914,1246,74594.29874,224986108.1
985,1104,310205,NDHEW,Ndhew,,,183,PADYERE COUNTY,3102,PADYERE,310,NEBBI,NEBBI,4233,21006,9925,11081,69.00918468,304.3942643,3777,1032,1719,6757,1711,5240,3499,4067,166,1706,952,268,4127,3229,3753,3467,3720,513,3663,570,3934,299,2373,1860,1324,2270,639,167,3.945192535,320,3515,231,43905.24534,69010011.26
986,1105,310206,NEBBI,Nebbi,,,183,PADYERE COUNTY,3102,PADYERE,310,NEBBI,NEBBI,4732,24607,11978,12629,124.5111933,197.6288184,4122,1140,2195,7878,2440,6550,4263,4311,421,2135,1517,401,4575,3996,4312,4269,3874,858,3778,954,4098,634,1105,3627,984,2944,804,257,5.431107354,341,3967,167,93839.9264,124510079.8
987,1114,231101,KAPIR,Kapir,,,98,NGORA COUNTY,2311,NGORA,231,NGORA,NGORA,5183,31208,14847,16361,192.7639128,161.8975229,6446,760,2058,9084,4201,8464,4611,4722,461,2715,3117,269,4944,4031,4702,4528,4276,907,4357,826,4437,746,362,4821,627,3417,1139,224,4.321821339,278,1941,2740,71447.90313,192768136.3
988,1115,231102,KOBWIN,Kobwin,,,98,NGORA COUNTY,2311,NGORA,231,NGORA,NGORA,5309,33357,16129,17228,227.541013,146.5977476,7019,858,2172,9207,4317,8713,4567,4274,1035,3353,3228,488,5156,4542,4934,4787,3897,1412,3698,1611,4331,978,412,4897,1014,3848,447,256,4.822000377,311,978,3764,75441.18566,227543216.4
989,1116,231103,MUKURA,Mukura,,,98,NGORA COUNTY,2311,NGORA,231,NGORA,NGORA,5839,33586,16238,17348,140.1012811,239.726573,6821,832,2002,9493,5655,10374,4282,5089,750,3366,3494,415,5579,5286,5402,5035,4374,1465,4357,1482,4684,1155,114,5725,869,3958,1012,321,5.497516698,339,1959,3220,59215.50202,140102909.1
990,1117,231104,NGORA,Ngora,,,98,NGORA COUNTY,2311,NGORA,231,NGORA,NGORA,4656,28620,13847,14773,130.7599951,218.8742817,5822,849,2159,7943,3876,7473,4425,4209,447,2649,2498,273,4443,3846,4209,4098,3677,979,3634,1022,3908,748,714,3942,919,2972,765,302,6.486254296,145,824,3385,89014.62513,130761698.4
991,1118,231105,NGORA TOWN COUNCIL,Ngora Town Council,Town Council,,98,NGORA COUNTY,2311,NGORA,231,NGORA,NGORA,2708,15148,7353,7795,29.84186295,507.60906,2677,284,667,3262,3567,4841,1611,1722,986,1555,1133,244,2588,2354,2489,2488,1232,1476,1140,1568,1358,1350,274,2434,603,1881,224,443,16.35893648,295,571,1399,29512.45947,29842950.73
992,1119,424101,BUTUNGAMA,Butungama,,,15,NTOROKO COUNTY,4241,NTOROKO,424,NTOROKO,NTOROKO,1545,9988,5155,4833,236.3987291,42.25065016,1698,453,1394,2440,900,2296,1721,1135,410,920,514,265,1486,1188,1464,1396,1455,90,513,1032,1374,171,1071,474,360,659,526,122,7.896440129,192,918,313,106713.6789,236401018.4
993,1125,424107,KIBUUKU TOWN COUNCIL,Kibuuku Town Council,Town Council,,15,NTOROKO COUNTY,4241,NTOROKO,424,NTOROKO,NTOROKO,395,2174,1137,1037,44.98304076,48.32932508,292,115,389,561,244,609,435,215,180,187,99,66,351,350,363,386,386,9,119,276,352,43,218,177,133,184,78,40,10.12658228,57,96,202,36420.02206,44983460.32
994,1121,424103,KANARA,Kanara,,,15,NTOROKO COUNTY,4241,NTOROKO,424,NTOROKO,NTOROKO,1826,7962,4233,3729,461.0793943,17.26817572,1137,323,1295,2195,908,2187,1710,941,885,820,372,151,1746,1457,1626,1592,1787,39,437,1389,1777,49,1484,342,87,1167,572,140,7.667031763,96,743,847,131375.3576,461083912.4
995,1122,424104,KANARA TOWN COUNCIL,Kanara Town Council,Town Council,,15,NTOROKO COUNTY,4241,NTOROKO,424,NTOROKO,NTOROKO,2318,7988,4086,3902,13.52855156,590.4549325,1122,179,1139,2271,1071,2564,1497,183,2135,904,234,94,2140,2132,1995,1990,2277,41,218,2100,1970,348,60,2258,275,2013,30,185,7.981018119,244,901,988,17269.1596,13528624.35
996,1126,424108,NOMBE,Nombe,,,15,NTOROKO COUNTY,4241,NTOROKO,424,NTOROKO,NTOROKO,1540,8216,4049,4167,37.55340199,218.7817765,1439,402,883,2293,608,1758,1464,1375,165,981,284,88,1474,1242,1419,1451,1429,111,289,1251,1433,107,855,685,711,788,41,61,3.961038961,66,1240,173,40165.13952,37552927.66
997,1128,424110,RWEBISENGO TOWN COUNCIL,Rwebisengo Town Council,Town Council,,15,NTOROKO COUNTY,4241,NTOROKO,424,NTOROKO,NTOROKO,829,3144,1514,1630,3.441997294,913.423147,452,58,394,738,718,1167,427,81,748,531,209,165,793,767,750,731,640,189,98,731,538,291,151,678,380,439,10,232,27.98552473,90,285,222,9063.513554,3442030.084
998,1124,424106,KARUGUTU TOWN COUNCIL,Karugutu Town Council,Town Council,,15,NTOROKO COUNTY,4241,NTOROKO,424,NTOROKO,NTOROKO,2353,10483,5193,5290,17.01767096,616.0067394,1739,283,1040,2787,1650,3233,1493,1154,1199,1325,361,242,2237,2175,2240,2267,1714,639,412,1941,1784,569,418,1935,967,1359,27,497,21.12197195,177,1449,230,21935.50096,17017825.5
999,1129,411101,BWONGYERA,Bwongyera,,,184,KAJARA COUNTY,4111,KAJARA,411,NTUNGAMO,NTUNGAMO,7122,34885,16092,18793,92.7598729,376.0785662,7345,364,2998,9540,4931,11118,3644,6002,1120,4990,1470,498,6962,6484,6828,6259,5337,1785,174,6948,5341,1781,4995,2127,470,6568,84,768,10.78348778,1042,4939,373,50041.95438,92760209.45
1000,1132,411102,IHUNGA,Ihunga,,,184,KAJARA COUNTY,4111,KAJARA,411,NTUNGAMO,NTUNGAMO,5702,26163,12218,13945,70.25437752,372.4038405,5266,258,2542,7421,3897,9094,2787,4591,1111,4273,1835,529,5571,5268,5561,4998,4476,1226,72,5630,4237,1465,2282,3420,951,4682,69,546,9.575587513,889,3955,312,62303.20936,70254826.94
1001,1135,411103,KIBATSI,Kibatsi,,,184,KAJARA COUNTY,4111,KAJARA,411,NTUNGAMO,NTUNGAMO,4268,19469,8978,10491,50.85233523,382.8536076,3937,229,1904,5478,2665,6414,2213,3673,595,3078,1162,321,4191,3851,4077,3831,3557,711,160,4108,3420,848,1921,2347,317,3869,82,353,8.270852858,473,3232,210,35177.30439,50852473.88
1002,1139,411104,NYABIHOKO,Nyabihoko,,,184,KAJARA COUNTY,4111,KAJARA,411,NTUNGAMO,NTUNGAMO,4422,22005,10692,11313,84.79004037,259.5234052,4552,338,2369,5942,3008,7178,2470,3782,640,3309,1249,423,4330,3867,4329,4107,3389,1033,193,4229,3382,1040,1657,2765,556,3786,80,474,10.71913161,677,3101,170,44313.13431,84790573.44
1003,1147,411105,RWASHAMAIRE TOWN COUNCIL,Rwashamaire Town Council,Town Council,,184,KAJARA COUNTY,4111,KAJARA,411,NTUNGAMO,NTUNGAMO,1742,7708,3614,4094,15.82239741,487.1575275,1272,37,601,1838,1533,2802,659,854,888,1275,385,174,1668,1657,1669,1514,704,1038,13,1729,774,968,372,1370,389,1338,15,589,33.81171068,324,632,197,24045.73232,15822498.08
1004,1130,411201,CENTRAL DIVISION,Ntungamo Central Division,Municipality,Ntungamo,232,NTUNGAMO MUNICIPALITY,4112,NTUGAMO MUNICIPALITY,411,NTUNGAMO,NTUNGAMO,1764,7738,3908,3830,14.92035707,518.6202962,1093,90,540,1582,1969,2931,672,518,1246,1281,418,186,1644,1705,1688,1492,775,989,12,1752,687,1077,170,1594,477,1281,6,664,37.64172336,295,528,277,19498.09731,14920479.73
1005,1131,411202,EASTERN DIVISION,Ntungamo Eastern Division,Municipality,Ntungamo,232,NTUNGAMO MUNICIPALITY,4112,NTUGAMO MUNICIPALITY,411,NTUNGAMO,NTUNGAMO,1419,5748,2937,2811,30.19229838,190.3796766,816,69,423,1517,1522,2501,554,501,918,1029,415,191,1339,1371,1324,1262,692,727,38,1381,531,888,345,1074,263,1149,7,562,39.60535588,242,410,205,28029.9583,30192462.84
1006,1138,411303,NTUNGAMO,Ntungamo,,,185,RUHAAMA COUNTY,4113,RUHAAMA,411,NTUNGAMO,NTUNGAMO,6413,31169,15006,16163,128.821786,241.9544159,5731,784,3263,8707,4374,10068,4043,5166,1247,4866,2342,586,6275,5614,6134,5906,5390,1023,223,6190,5047,1366,2278,4135,952,5381,80,586,9.137689069,846,4479,502,108665.9603,128823575.3
1007,1140,411304,NYAKYERA,Nyakyera,,,185,RUHAAMA COUNTY,4113,RUHAAMA,411,NTUNGAMO,NTUNGAMO,7945,38419,18245,20174,197.8530562,194.179462,7651,1086,4538,10561,3824,10645,5657,6749,1196,5504,2380,681,7725,7030,7679,7448,7279,666,757,7188,7057,888,3368,4577,2615,5182,148,643,8.09314034,737,6101,464,83694.29836,197854655.1
1008,1144,411305,RUHAAMA,Ruhaama,,,185,RUHAAMA COUNTY,4113,RUHAAMA,411,NTUNGAMO,NTUNGAMO,9300,42885,20450,22435,118.6778584,361.356369,8380,1113,4643,12516,4024,12911,5566,7938,1362,6349,3236,711,8892,8139,8863,8390,7702,1598,380,8920,7832,1468,3135,6165,1482,7618,200,946,10.17204301,779,6635,940,58701.94086,118678590
1009,1145,411306,RUKONI EAST,Rukoni East,,,185,RUHAAMA COUNTY,4113,RUHAAMA,411,NTUNGAMO,NTUNGAMO,5075,23602,11383,12219,121.6660106,193.9900871,4645,711,3331,6574,1865,6773,3511,4622,453,3373,1639,414,4965,4467,4843,4503,4634,441,310,4765,4506,569,2859,2216,1085,3865,125,327,6.443349754,657,3776,315,59390.49426,121663258.2
1010,1148,411308,RWEIKINIRO,Rweikiniro,,,185,RUHAAMA COUNTY,4113,RUHAAMA,411,NTUNGAMO,NTUNGAMO,7387,36651,17561,19090,155.6967944,235.3998368,7367,772,4390,10065,3602,10401,5254,6380,1007,5166,2561,619,7183,6269,7148,6636,6722,665,623,6764,6310,1077,2914,4473,617,6683,87,597,8.081765263,677,5574,539,82337.28137,155697747.3
1011,1149,411203,WESTERN DIVISION,Ntungamo Western Division,Municipality,Ntungamo,232,NTUNGAMO MUNICIPALITY,4112,NTUGAMO MUNICIPALITY,411,NTUNGAMO,NTUNGAMO,1307,5233,2715,2518,7.169202784,729.927742,668,33,233,1193,1393,2241,303,380,927,975,412,183,1188,1261,1209,1172,467,840,10,1297,425,882,98,1209,173,1131,3,620,47.43687835,159,325,203,17666.80931,7169358.991
1012,1134,411401,KAYONZA,Kayonza,,,186,RUSHENYI COUNTY,4114,RUSHENYI,411,NTUNGAMO,NTUNGAMO,6073,27616,13417,14199,101.354501,272.4693992,5052,511,2730,8571,3688,10068,3093,5040,1033,4275,1524,414,5881,5564,5733,5223,5380,693,107,5966,4824,1249,2440,3633,1657,4326,90,687,11.31236621,694,4200,492,45379.87603,101355121.9
1013,1137,411402,NGOMA,Ngoma,,,186,RUSHENYI COUNTY,4114,RUSHENYI,411,NTUNGAMO,NTUNGAMO,5289,27482,13775,13707,243.1025476,113.0469436,4751,881,4616,7027,2897,7891,4850,4370,919,3602,1900,505,4988,4638,5062,4578,4792,497,1042,4247,4101,1188,2768,2521,532,4603,154,595,11.24976366,566,3316,812,82759.15111,243104014.9
1014,1141,411403,RUBAARE,Rubaare,,,186,RUSHENYI COUNTY,4114,RUSHENYI,411,NTUNGAMO,NTUNGAMO,5115,25414,12401,13013,131.4266205,193.3702617,4844,298,2656,6903,3796,8674,2874,3948,1167,3716,2257,594,4942,4601,4851,4653,4223,892,188,4927,3763,1352,2279,2836,632,4421,62,655,12.8054741,809,3169,482,86303.90111,131427422.9
1015,1142,411404,RUBAARE TOWN COUNCIL,Rubaare Town Council,Town Council,,186,RUSHENYI COUNTY,4114,RUSHENYI,411,NTUNGAMO,NTUNGAMO,3201,13332,6499,6833,39.14866838,340.5479816,2144,214,1110,3538,2918,5338,1384,1572,1629,2244,1009,357,2965,2916,3013,2634,1598,1603,60,3141,1426,1775,1192,2009,512,2668,21,1004,31.36519838,475,1112,610,39840.2216,39148907.06
1016,1143,411405,RUGARAMA,Rugarama,,,186,RUSHENYI COUNTY,4114,RUSHENYI,411,NTUNGAMO,NTUNGAMO,6189,31150,15107,16043,161.8978341,192.4052918,6316,398,2845,8819,4595,10678,3349,5195,994,4457,2722,693,5992,5334,5828,5541,5592,597,225,5964,5039,1150,2832,3357,514,5624,51,467,7.5456455,903,4278,541,74113.81701,161898632.1
1017,1151,328102,ANAKA _PAYIRA_,Anaka Payira,,,25,NWOYA COUNTY,3281,NWOYA,328,NWOYA,NWOYA,2262,11153,5384,5769,155.1675504,71.87714167,2201,385,1014,3303,988,2685,1862,2107,155,1023,986,125,168,1878,2065,1755,2175,87,2170,92,2091,171,1151,1111,193,1507,562,134,5.923961096,146,1821,161,83015.67554,155169456.9
1018,1152,328104,ANAKA TOWN COUNCIL,Anaka Town Council,Town Council,,25,NWOYA COUNTY,3281,NWOYA,328,NWOYA,NWOYA,2787,13592,6536,7056,81.47438985,166.8254285,2730,272,823,3762,2080,4107,1631,2321,466,1474,1197,262,134,2593,2617,2303,2313,474,2070,717,2417,370,751,2036,460,1990,337,281,10.08252601,361,1935,210,50039.15046,81475414.92
1019,1154,328105,PURONGO,Purongo,,,25,NWOYA COUNTY,3281,NWOYA,328,NWOYA,NWOYA,6227,31478,15942,15536,1893.594088,16.62341481,5586,1106,2369,9986,3055,8017,5327,5600,627,3005,2481,493,496,5287,5612,5072,5887,340,5451,776,5945,282,3434,2793,827,3519,1881,375,6.022161555,831,4035,986,278386.5462,1893828226
1020,1153,328103,KOCH-GOMA,Koch-Goma,,,25,NWOYA COUNTY,3281,NWOYA,328,NWOYA,NWOYA,6970,35474,17400,18074,1243.764097,28.52148576,6842,960,2746,10504,3895,8871,5774,6359,611,3708,3505,752,1046,5849,6502,5942,6592,378,6115,855,6677,293,4632,2338,1014,4586,1370,313,4.490674319,621,5327,709,196606.8085,1243754941
1021,1150,328101,ALERO,Alero,,,25,NWOYA COUNTY,3281,NWOYA,328,NWOYA,NWOYA,7985,41809,20707,21102,1358.353299,30.7791795,7887,1681,3858,12047,3809,10336,6538,7514,471,3570,3474,644,1157,6419,7322,6168,7604,381,7354,631,7770,215,6014,1971,882,4850,2253,277,3.469004383,474,6723,511,297267.443,1355222645
1022,1155,329101,ADWARI,Adwari,,,104,OTUKE COUNTY,3291,OTUKE,329,OTUKE,OTUKE,2190,10193,4990,5203,155.4587216,65.56724446,1826,440,1029,3146,966,2900,1426,2055,135,1081,1400,92,2178,1849,1948,1375,1986,204,1914,276,2050,140,794,1396,252,1203,735,48,2.191780822,164,1230,748,58343.6866,155460096.6
1023,1156,329102,ALANGO,Alango,,,104,OTUKE COUNTY,3291,OTUKE,329,OTUKE,OTUKE,2599,12410,5959,6451,135.7480834,91.4193386,2202,515,1099,3567,1535,3583,1706,2333,266,1303,1574,116,2567,1920,2278,1654,2260,339,2202,397,2351,248,517,2082,463,1759,377,94,3.616775683,498,1053,954,87121.80942,135749735.4
1024,1157,329103,OGOR,Ogor,,,104,OTUKE COUNTY,3291,OTUKE,329,OTUKE,OTUKE,2951,14388,7155,7233,392.4388057,36.66304094,2512,653,1795,4091,1445,3917,2262,2717,234,1184,1821,88,2861,2466,2566,1911,2755,196,2512,439,2853,98,975,1976,326,1925,700,110,3.727549983,281,1755,805,111534.0618,392436715.2
1025,1158,329104,OGWETTE,Ogwette,,,104,OTUKE COUNTY,3291,OTUKE,329,OTUKE,OTUKE,3110,15297,7594,7703,362.7182031,42.17323495,2615,781,1611,4193,1607,3997,2409,2907,203,1232,1924,131,3043,2322,2811,2343,2945,165,2915,195,3049,61,648,2462,247,1768,1095,164,5.273311897,414,1209,1323,98081.14311,362722962.2
1026,1159,329105,OKWANG,Okwang,,,104,OTUKE COUNTY,3291,OTUKE,329,OTUKE,OTUKE,4770,22124,10797,11327,262.7155523,84.21275332,3831,1087,2468,6222,2050,5584,3583,4414,356,1798,2757,190,4668,3600,4088,3024,4366,404,4093,677,4523,247,2479,2291,735,2706,1329,267,5.597484277,418,2433,1652,93763.95194,262785456.4
1027,1160,329106,OLILM,Olilim,,,104,OTUKE COUNTY,3291,OTUKE,329,OTUKE,OTUKE,2810,13605,6678,6927,136.9404137,99.34978016,2264,763,1429,3915,1506,4009,1795,2505,305,1144,1662,131,2768,2213,2473,1949,2554,256,2553,257,2656,154,750,2060,392,1680,738,100,3.558718861,218,1249,1243,69653.47201,136938460.1
1028,1161,329107,ORUM,Orum,,,104,OTUKE COUNTY,3291,OTUKE,329,OTUKE,OTUKE,2116,10024,4932,5092,74.20480689,135.0855884,1855,339,996,2964,1106,2722,1586,1864,252,959,1220,79,2033,1675,1845,1292,1953,163,1777,339,1995,121,404,1712,236,1418,462,99,4.678638941,313,1060,644,46945.99035,74205897.19
1029,1162,329108,OTUKE TOWN COUNCIL,Otuke Town Council,Town Council,,104,OTUKE COUNTY,3291,OTUKE,329,OTUKE,OTUKE,1411,6213,3082,3131,130.1420801,47.74013135,1109,168,565,1666,1035,2063,732,1086,325,797,831,98,1397,1239,1306,1070,1126,285,1042,369,1124,287,214,1197,245,933,233,110,7.79588944,126,628,547,59895.26302,130143649.9
1030,1163,321101,ABER,Aber,,,5,OYAM COUNTY SOUTH,3211,OYAM,321,OYAM,OYAM,6401,33366,16245,17121,281.4132969,118.565826,6252,1508,2447,10533,3604,8764,5258,5947,454,3776,3938,349,6060,5535,5906,5953,5121,1280,4299,2102,5566,835,1530,4871,570,5227,604,427,6.670832682,1391,3217,1366,79690.7162,281407708.5
1031,1168,321106,KAMDINI,Kamdini,,,5,OYAM COUNTY SOUTH,3211,OYAM,321,OYAM,OYAM,7977,40796,19648,21148,143.1211231,285.0452758,6718,2390,3586,12248,4495,11083,6289,6974,1003,4745,4500,502,7636,6718,7557,7457,6385,1592,5978,1999,6593,1384,2288,5689,1172,6271,534,597,7.484016548,1206,4600,1574,57816.72266,143092830.4
1032,1170,321108,MINAKULU,Minakulu,,,5,OYAM COUNTY SOUTH,3211,OYAM,321,OYAM,OYAM,7324,37988,18150,19838,239.8372118,158.3907673,6335,2586,3018,11543,4012,10374,5442,6688,636,4218,4504,455,7043,6159,6826,6830,6207,1117,5875,1449,6557,767,3096,4228,1112,5769,443,440,6.007646095,961,4687,1236,86779.39447,239838701.6
1033,1167,321105,ICEME,Iceme,,,4,OYAM COUNTY NORTH,3211,OYAM,321,OYAM,OYAM,9655,46755,22919,23836,254.8547963,183.4574066,8191,2270,3255,15251,4878,13631,6233,8861,794,5276,5758,465,9360,8558,9212,8802,7789,1866,7233,2422,8697,958,3630,6025,1569,7057,1029,655,6.784049715,776,6882,1342,83495.65766,254857937.4
1034,1169,321107,LORO,Loro,,,5,OYAM COUNTY SOUTH,3211,OYAM,321,OYAM,OYAM,10714,55160,27128,28032,324.8112249,169.8217173,9731,2362,4001,17070,6956,16297,7440,9560,1154,6668,6984,680,10307,9521,10225,9833,8255,2459,8085,2629,9020,1694,1724,8990,2176,7587,951,964,8.997573269,2739,5190,1821,95099.19663,324815187.2
1035,1171,321109,MYENE,Myene,,,5,OYAM COUNTY SOUTH,3211,OYAM,321,OYAM,OYAM,5332,27618,13495,14123,190.3496241,145.0909091,4561,1756,2408,8576,2475,7009,4367,4942,390,2740,3020,286,5096,4512,5185,4984,4649,683,4349,983,5011,321,2323,3009,707,4184,441,291,5.457614404,944,3039,1058,82118.01397,190350755.2
1036,1166,321104,ALEKA,Aleka,,,4,OYAM COUNTY NORTH,3211,OYAM,321,OYAM,OYAM,6095,29558,14383,15175,125.483549,235.5527894,5689,1180,2578,9210,2753,7764,4648,5711,384,3119,3204,312,5871,5011,5588,5307,4899,1196,4411,1684,5634,461,3155,2940,880,4791,424,529,8.679245283,1356,2821,1389,53261.79273,125485856.8
1037,1164,321102,ABOK,Abok,,,4,OYAM COUNTY NORTH,3211,OYAM,321,OYAM,OYAM,3674,17543,8611,8932,135.186649,129.7687318,2943,1088,1375,5749,1542,4526,2872,3413,261,1608,1913,154,3515,2767,3392,3192,3262,412,3036,638,3468,206,1505,2169,420,2851,403,259,7.049537289,1284,1380,751,61283.42839,135188145.2
1038,1173,321111,OTWAL,Otwal,,,4,OYAM COUNTY NORTH,3211,OYAM,321,OYAM,OYAM,5435,26120,12648,13472,137.2390785,190.3247988,4691,1295,2294,8166,2606,7356,3880,5043,392,2698,2940,250,5180,4363,5173,4591,4491,944,3851,1584,5078,357,2044,3391,712,4157,566,347,6.384544618,1299,2944,845,55821.45372,137243812.9
1039,1176,312102,ANGANGURA,Angagura,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,1728,8973,4447,4526,402.4336722,22.29684199,1683,368,963,2603,940,2034,1760,1595,133,673,855,74,1619,1333,1602,1290,1644,84,1624,104,1683,45,569,1159,498,796,434,66,3.819444444,175,1277,210,105836.7668,402438776.8
1040,1177,312103,ATANGA,Atanga,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,2822,15465,7470,7995,279.1883922,55.3927041,2935,465,1661,4238,1783,3662,2823,2555,267,1145,1392,131,2586,2117,2491,2062,2539,283,2431,391,2692,130,803,2019,915,1352,555,110,3.89794472,650,1687,375,97567.36032,279192705.3
1041,1180,312106,LAPUL,Lapul,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,3610,18258,8823,9435,348.3089194,52.41898494,3636,573,1953,4667,2418,4675,3046,3162,448,1507,1780,219,3413,2675,3175,2991,3159,451,3075,535,3296,314,1132,2478,557,1594,1459,209,5.789473684,1675,1041,685,140238.3777,348313457.5
1042,1182,312108,OGOM,Ogom,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,1520,8551,4236,4315,227.5564417,37.57749039,1643,309,956,2341,866,1868,1730,1439,81,530,750,62,1410,917,1174,1103,1387,133,1399,121,1475,45,346,1174,151,443,926,43,2.828947368,613,472,392,105784.435,227560440.6
1043,1184,312110,PADER TOWN COUNCIL,Pader Town Council,Town Council,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,2705,13382,6433,6949,67.26674453,198.9393138,2475,334,1001,2546,3048,3950,1691,1724,981,1372,1254,292,2597,2225,2332,2117,1585,1120,1511,1194,1713,992,226,2479,779,1198,728,714,26.39556377,323,1337,331,44593.50832,67268410.65
1044,1185,312111,PAJULE,Pajule,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,4177,22713,11084,11629,388.6192381,58.44538246,4435,926,2306,5724,3126,5660,3692,3789,388,1815,2236,221,3941,2766,3748,3540,3539,638,3640,537,3734,443,746,3431,1022,1596,1559,358,8.570744554,2046,1052,721,126772.5838,388624328.9
1045,1178,312104,AWERE,Awere,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,3781,19553,9368,10185,315.8261282,61.9106472,3762,805,1957,4992,2520,4758,3175,3516,265,1554,1820,161,3611,2906,3492,2937,3428,353,3369,412,3476,305,1399,2382,1018,1672,1091,207,5.474742132,390,2555,629,116882.0916,315823645.9
1046,1186,312112,PURANGA,Puranga,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,3846,18917,9159,9758,306.5759094,61.70413076,3722,710,1641,5300,2195,4591,3105,3472,374,1683,2141,181,3704,2939,3481,3058,3469,377,3293,553,3597,249,1583,2263,1036,1502,1308,282,7.332293292,489,2313,762,100896.2339,306578550.6
1047,1179,312105,LAGUTI,Laguti,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,2531,13504,6614,6890,445.3401961,30.322886,2667,469,1686,3336,1516,2916,2597,2289,242,908,1217,94,2310,1703,2207,1922,2393,138,2342,189,2471,60,819,1712,427,986,1118,83,3.279336231,381,1258,809,135396.02,445345851.6
1048,1175,312101,ACHOLI BUR,Acholibur,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,2625,14038,6794,7244,134.9032728,104.0597438,2769,509,1395,3638,1896,3446,2411,2384,241,1039,1433,156,2507,2007,2341,2041,2295,330,2248,377,2470,155,181,2444,736,1089,800,139,5.295238095,342,1667,477,65484.13884,134904387.1
1049,1183,312109,PADER,Pader,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,2022,9494,4900,4594,202.7280913,46.83120104,1830,312,1174,2206,1407,2620,1511,1005,1017,843,817,111,1933,1568,1788,1555,1817,205,1884,138,1867,155,483,1539,829,524,669,259,12.8090999,281,1047,435,115305.7708,202730504.9
1050,1181,312107,LATANYA,Latanya,,,90,ARUU COUNTY,3121,ARUU,312,PADER,PADER,2856,15156,7307,7849,212.3162304,71.38408578,2986,656,1474,3831,1966,3473,2641,2647,209,1110,1523,124,2733,2254,2532,2225,2698,158,2645,211,2762,94,653,2203,596,1306,954,157,5.49719888,439,1636,624,101670.676,212318363.5
